Post_Link_ID,Question_Score,Question_Title,Question_Content,Answer,Tags
52335680,1,Better way to replace items in a list / dataframe,"<p>I have to manually correct some data that may be misleading for a model otherwise.</p>

<p>the logic is : </p>

<pre><code>    if col(""a"") not empty &amp; col(""b"") negative 
    =&gt; create col(""ret_a"") = 2*min(col(""a"")) - col(""a"")
    else col(""ret_a"") = col(""a"")
</code></pre>

<p>The code i'm using and which does the job (but is not pretty) is :</p>

<pre><code># a
df[""ret_a""] = np.where(
    np.logical_and(pd.notnull(df[""a""]), df[""b""] &lt; 0),
    2*df[""a""].min()- df[""a""],
    df[""a""])
</code></pre>

<p>The issue is that i have a bunch of conditions... and I don't think a condition like ""&lt;0"" can be stored in a dict{} to use pd.map() </p>

<p>I then tried to build something using :</p>

<pre><code>df['i'] = np.select(conditions, choices,)
</code></pre>

<p>with 'i' 'conditions' and 'choices':</p>

<pre><code>i= [
    'RETURN_COM_EQY_',                     # a
    'INTEREST_COVERAGE_RATIO_',            # b
    'TOT_DEBT_TO_TOT_CAP_',                # c
    'TOT_DEBT_TO_TOT_EQY_',                # d
    'NET_DEBT_TO_EBITDA_',                 # e
    'NET_INTEREST_COVERAGE_']              # f

conditions = [
    (df['TOTAL_EQUITY_'] &lt; 0),            # a
    (df['IS_INT_EXPENSE_'] &lt; 0),          # b
    (df['NET_DEBT_'] &lt; 0),                # c
    (df['NET_DEBT_'] &lt; 0),                # d
    (df['NET_DEBT_'] &lt; 0),                # e1
    (df['EBIT_'] &lt; 0),                    # e2
    (df['IS_INT_EXPENSE_'] &lt; 0)]          # f

choices = [
    2*df[""RETURN_COM_EQY_""].min() - df[""RETURN_COM_EQY_""],                         # a
    2*df[""INTEREST_COVERAGE_RATIO_""].min() - df[""INTEREST_COVERAGE_RATIO_""],       # b
    2*df[""TOT_DEBT_TO_TOT_CAP_""].max() - df[""TOT_DEBT_TO_TOT_CAP_""],               # c
    2*df[""TOT_DEBT_TO_TOT_EQY_""].max() - df[""TOT_DEBT_TO_TOT_EQY_""],               # d
    2*df[""NET_DEBT_TO_EBITDA_""].max() - df[""NET_DEBT_TO_EBITDA_""],                 # e1
    2*df[""NET_DEBT_TO_EBITDA_""].min() - df[""NET_DEBT_TO_EBITDA_""],                 # e2
    2*df[""NET_INTEREST_COVERAGE_""].min() - df[""NET_INTEREST_COVERAGE_""],           # f
    ]
</code></pre>

<p>the complete code for that operation would be :</p>

<pre><code>    # a
df[""ret_mean_RETURN_COM_EQY_""] = np.where(
    np.logical_and(pd.notnull(df[""mean_RETURN_COM_EQY_""]),
                   df[""mean_TOTAL_EQUITY_""] &lt; 0),
    2*df[""mean_RETURN_COM_EQY_""].min() 
    - df[""mean_RETURN_COM_EQY_""],
                   df[""mean_RETURN_COM_EQY_""])

# b
df[""ret_mean_INTEREST_COVERAGE_RATIO_""] = np.where(
    np.logical_and(pd.notnull(df[""mean_INTEREST_COVERAGE_RATIO_""]),
                   df[""mean_IS_INT_EXPENSE_""] &lt; 0),
    2*df[""mean_INTEREST_COVERAGE_RATIO_""].min() 
    - df[""mean_INTEREST_COVERAGE_RATIO_""],
                   df[""mean_INTEREST_COVERAGE_RATIO_""])
# c
df[""ret_mean_TOT_DEBT_TO_TOT_CAP_""] = np.where(
    np.logical_and(pd.notnull(df[""mean_TOT_DEBT_TO_TOT_CAP_""]),
                   df[""mean_NET_DEBT_""] &lt; 0),
    2*df[""mean_TOT_DEBT_TO_TOT_CAP_""].max()
    - df[""mean_TOT_DEBT_TO_TOT_CAP_""],
                   df[""mean_TOT_DEBT_TO_TOT_CAP_""])

# d
df[""ret_mean_TOT_DEBT_TO_TOT_EQY_""] = np.where(
    np.logical_and(pd.notnull(df[""mean_TOT_DEBT_TO_TOT_EQY_""]),
                   df[""mean_NET_DEBT_""] &lt; 0),
    2*df[""mean_TOT_DEBT_TO_TOT_EQY_""].max()
    - df[""mean_TOT_DEBT_TO_TOT_EQY_""],
                   df[""mean_TOT_DEBT_TO_TOT_EQY_""])

# e1
df[""ret_mean_NET_DEBT_TO_EBITDA_""] = np.where(
    np.logical_and(pd.notnull(df[""mean_NET_DEBT_TO_EBITDA_""]),
                   df[""mean_NET_DEBT_""] &lt; 0),
    2*df[""mean_NET_DEBT_TO_EBITDA_""].max()
    - df[""mean_NET_DEBT_TO_EBITDA_""],
                   df[""mean_NET_DEBT_TO_EBITDA_""])

# e2
df[""ret_mean_NET_DEBT_TO_EBITDA_""] = np.where(
    np.logical_and(pd.notnull(df[""mean_NET_DEBT_TO_EBITDA_""]),
                   df[""mean_EBIT_""] &lt; 0),
    2*df[""mean_NET_DEBT_TO_EBITDA_""].min()
    - df[""mean_NET_DEBT_TO_EBITDA_""],
                   df[""ret_mean_NET_DEBT_TO_EBITDA_""]) # different here

# f
df[""ret_mean_NET_INTEREST_COVERAGE_""] = np.where(
    np.logical_and(pd.notnull(df[""mean_NET_INTEREST_COVERAGE_""]),
                   df[""mean_IS_INT_EXPENSE_""] &lt; 0),
    2*df[""mean_NET_INTEREST_COVERAGE_""].min()
    - df[""mean_NET_INTEREST_COVERAGE_""],
                   df[""mean_NET_INTEREST_COVERAGE_""])
</code></pre>
","def func(df, i_n, condition, choice):
   name = ""ret_"" + i_n
   df[name] = df[i_n]
   df.loc[(pd.notnull(df[i_n])) &amp; (condition), name] = choice

for i_n, condition, choice in zip(i, conditions, choices):
   func(df, i_n, condition, choice)
",<python><pandas><numpy><list-comprehension>
51714546,1,Recursively splitting list in half to find product of all numbers,"<p>I'm currently trying to write a recursive function which takes in two integer parameters, and must take all the values from the first to the last integer, continuously split the list in half in order to multiply each side and find the product of all the integer values. I currently have the following code typed out:</p>

<pre><code>def multiply(n, m):

    lis = range(n, m)
    half = len(lis)//2
    leftSide = lis[:half]
    rightSide = lis[half+1:]
    if n == 0 or m == 0:
        return 0
    elif len(lis) == 0:
        return 0
    elif len(lis) == 1:
        return lis[0]
    return multiply(leftSide) * multiply(rightSide)
</code></pre>

<p>But when I run the code I get the following error:</p>

<blockquote>
  <p>TypeError: multiply() missing 1 required positional argument: 'm'</p>
</blockquote>

<p>Any input or help of any kind would be greatly appreciated.</p>
","def multiply(lo, hi):
    if lo == hi:
        return lo
    else:
        mid = (lo + hi) // 2
        return multiply(lo, mid) * multiply(mid + 1, hi)

product = multiply(1, 4) # 1 * 2 * 3 * 4
print(product) # 24
",<python><python-3.x>
43472683,1,count characters in a word in text file python and write those characters into a csv file,"<p>i have a text file test.txt with words as apple,ant,dog,cat,son etc. I want python to calculate the total number of characters for all words in text file</p>

<pre><code>Eg:
Word Letters
Ant   3
Apple 5
Dog   3
Cat   3
Son   3
</code></pre>

<p>This is what I have tried:</p>

<pre><code>string = open('file.txt').read()

for word in string.split():
    print len(word)
</code></pre>
","def main():
string = open('Newfile.txt').read()
for word in string.split():
    print (""{} {}"".format(word, len(word)))
main()
",<string><python-2.7>
53893940,1,How to add the string to Key of the dictionary in Python?,"<p>I have multiple set of dictionary. I have to add Key of ID and UD if ID is 1 or 2. I have downloaded from the mysql table and converted to JSON. Now I need some help for processing.</p>

<pre><code>{""Rank"": ""37"",ID = ""1"", UD= 'a'}
{""Rank"": ""38"",ID = ""2"", UD= 'b'}
{""Rank"": ""8"",ID = ""33"", UD= 'a'}
</code></pre>

<p>Expected out</p>

<pre><code>{""Rank"": ""37"",ID = ""1a"", UD= 'a'}
{""Rank"": ""38"",ID = ""2b"", UD= 'b'}
{""Rank"": ""8"",ID = ""33"", UD= 'a'}
</code></pre>
","def parse_data(input_dict):
    for data in input_dict:
        if data['ID'] in [""1"", ""2""]:
            data['ID'] = data['ID'] + data['UD']

data = [
    {""Rank"": ""37"", ""ID"": ""1"", ""UD"":'a'},
    {""Rank"": ""38"", ""ID"": ""2"", ""UD"": 'b'},
    {""Rank"": ""8"", ""ID"": ""33"", ""UD"": 'a'}
]
parse_data(data)
print data
",<python><dictionary>
41414676,1,How to check if contents of two lists is same in python?,"<p>I have 3 lists :</p>

<ol>
<li><code>list_1 = [1,2]</code></li>
<li><code>list_2 = [2,1]</code></li>
<li><code>list_3 = [1,2,3]</code></li>
</ol>

<blockquote>
  <p>Note: numbers inside [] are the ids from Django Model</p>
</blockquote>

<p>I want to test whether the contents (but not necessarily the order) of two lists are exactly the same. With reference to the 3 examples above: </p>

<p>Comparing <strong>list_1</strong> and <strong>list_2</strong><br>
should return <strong><em>True</em></strong>, </p>

<p>but if I do validation between <strong>list_2</strong> and <strong>list_3</strong>, or between <strong>list_1</strong> and <strong>list_3</strong>,<br>
then the result should be <strong><em>False</em></strong>.</p>

<p>How do I achieve this?</p>

<p>Thanks :D</p>
","def validation(list_1,list_2):
    return sorted(list_1) == sorted(list_2)
",<python><django><list>
53939198,1,Python 3 how to detect and replace neighbors in array,"<p>I have a nested lists. Example:</p>

<pre><code>list=[[1,1,1,3,3,1,1],
      [2,1,1,2,1,1,2],
      [3,0,1,1,1,1,3],
      [1,7,1,8,1,0,1]]
</code></pre>

<p>I want to identify and change the same neighbors(left,right,top,bottom) at the point I choose in this list. Without using numpy or other packages.</p>

<pre><code>def findNeighbors(list, x, y):
    if 0 &lt; x &lt; len(list) - 1:
        xi = (0, -1, 1)
    elif x &gt; 0:
        xi = (0, -1)
    else:
        xi = (0, 1)
    yi = (0, -1, 1) if 0 &lt; y &lt; len(list[0]) - 1 else ((0, -1) if y &gt; 0 else (0, 1))
    for a in xi:
        for b in yi:
            if a == -1 and b == 0 or a == 0 and b == -1 or a == 0 and b == 1 or a == 1 and b == 0:
                list[x + a][y + b] = 'a'
                findNeighbors(list,x+a,y+b)
                return list

findNeighbors(list, 2, 3)

for i in list:
    print(i)
</code></pre>

<p>Starting from line 2 column 3,I want to create the following list:</p>

<pre><code>list= [[a,a,a,3,3,a,a],
       [2,a,a,2,a,a,2],
       [3,0,a,a,a,a,3],
       [1,7,a,8,a,0,1]]
</code></pre>
","def findNeighbors(list, x, y):
    value = list[x][y]
    list[x][y] = 'a'

    if 0 &lt; x &lt; len(list)-1:
        xi = (0, -1, 1)
    elif x &gt; 0:
        xi = (0, -1)
    else:
        xi = (0, 1)
    yi = (0, -1, 1) if 0 &lt; y &lt; len(list[0]) - 1 else ((0, -1) if y &gt; 0 else (0, 1))
    for a in xi:
        for b in yi:
            if (a == -1 and b == 0) or (a == 0 and b == -1) or (a == 0 and b == 1) or (a == 1 and b == 0):
                if list[x + a][y + b] == value and list[x+a][y+b] != 'a':
                    findNeighbors(list,x+a,y+b)
",<arrays><python-3.x><list><neighbours>
55348634,1,Python 3 Reading File and counting the lines in the file,"<p>Write a function named ""count_lines"" that takes a string as a parameter representing the name of a file to read and returns the number of lines in the file.</p>

<p>I honestly don't fully understand what needs to be done to complete the task.
I know that I need the parameter to open the file name stored in the parameter, but not sure how to do it or the for loop to count the lines in the file itself. </p>

<p>Thank you</p>
","def count_lines(filepath):
    with open(filepath, 'r+') as file:
        lines = file.readlines()
        return len(lines)
",<python-3.6>
49050197,1,How to get the first capital letter and then each that isn't followed by another capital letter in Python?,"<p>I am developing a script that creates abbrevations for a list of names that are too long for me to use. I need to split each name into parts divided by dots and then take each capital letter that is at a beginning of a word. Just like this: </p>

<p><strong>InternetGatewayDevice.DeviceInfo.Description</strong> -> <strong>IGD.DI.D</strong></p>

<p>However, if there are more consecutive capital letters (like in the following example), I only want to take the <strong>first</strong> one and then the one that is <strong>not</strong> followed by a capital letter. So, from ""<strong>WANDevice</strong>"" I want get ""<strong>WD</strong>"".  Like this:</p>

<p><strong>InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.PortMapping.7.ExternalPort -> IGD.WD1.WCD1.WC1.PM7.EP</strong></p>

<p>So far I have written this script: </p>

<pre><code>data = json.load(open('./cwmp/tr069/test.json'))

def shorten(i):
    x = i.split(""."")
    abbreviations = []
    for each in x:
        abbrev = ''
        for each_letter in each:
            if each_letter.isupper():
                abbrev = abbrev + each_letter
        abbreviations.append(abbrev)
    short_string = ""."".join(abbreviations)
    return short_string

for i in data[""mappings""][""cwmp_genieacs""][""properties""]:
    if ""."" in i:
        shorten(i)
    else:
        pass    
</code></pre>

<p>It works correctly ""translates"" the first example but I am not sure how to do the rest. I think if I had to, I would probably think of <strong>some</strong> way to do it (like maybe split the strings into single characters) but I am looking for an efficient &amp; smart way to do it. I will be grateful for any advice.</p>

<p>I am using Python 3.6.</p>

<p><strong>EDIT:</strong></p>

<p>I decided to try a different approach and iterate over single characters and I pretty easily achieved what I wanted. Nevertheless, thank you for your answers and suggestions, I will most certainly go through them.</p>

<pre><code>def char_by_char(i):
    abbrev= """"
    for index, each_char in enumerate(i):
        # Define previous and next characters 
        if index == 0:
            previous_char = None
        else:
            previous_char = i[index - 1]

        if index == len(i) - 1:
            next_char = None
        else:
            next_char = i[index + 1]
        # Character is uppercase
        if each_char.isupper():
            if next_char is not None:
                if next_char.isupper():
                    if (previous_char is ""."") or (previous_char is None):
                        abbrev = abbrev + each_char
                    else:
                        pass
                else:
                    abbrev = abbrev + each_char
            else:
                pass
        # Character is "".""
        elif each_char is ""."":
            if next_char.isdigit():
                pass
            else:
                abbrev = abbrev + each_char

        # Character is a digit              
        elif each_char.isdigit():
            abbrev = abbrev + each_char

        # Character is lowercase            
        else:
            pass
    print(abbrev)


for i in data[""mappings""][""cwmp_genieacs""][""properties""]:
    if ""."" in i:
        char_by_char(i)
    else:
        pass    
</code></pre>
","def shorten(i):
    abr_list = []
    abrev = ''
    parts = i.split('.')
    for word in parts:
        for x in range(len(word)):
            if x == 0 and word[x].isupper() or word[x].isupper() and not word[x + 1].isupper() or word[x].isnumeric():
                abrev += word[x]
        abr_list.append(abrev)
        abrev = ''
    return join_parts(abr_list)


def join_parts(part_list):
    ret = part_list[0]
    for part in part_list[1:]:
        if not part.isnumeric():
            ret += '.%s' % part
        else:
            ret += part
    return ret
",<python><python-3.x>
53380134,1,Use python to solve a math problem: sum up to a value as close as possible,"<p>I have a list of numbers. Now if I set a fixed value V, is it possible for python to divide the list into several groups such that each group's sum is not smaller than V (get those groups as many as possible)? </p>

<p>Ex: if the list is [1,2,3,4,5] and the V is 6, then the result should be [[1,5],[2,3,4]]. Dividing the group means you cannot use the same original item more than once. </p>

<p>There's no limitation on how many items each sublist can contain and also the numbers are not in order (can be some random numbers). Could someone help me out? So far my solution is sum up all the combinations and compare the sums. But I'm pretty sure there should be a more effective solution. Thanks!</p>

<p>My solution: I kinda use this first and do the rest job by my mind, so it doesn't worth a further development. </p>

<pre><code>import itertools
import math

stuff = list(range(10))
v = 6

for L in range(0, len(stuff)+1):
    for subset in itertools.combinations(stuff, L):
        if math.fsum(subset) &gt; v: 
            print(subset,math.fsum(subset))
</code></pre>
","def get_value_in_dict(d):
    return d.get(list(d)[0])

# Implementation for a list of dictionaries like [{'apple':1},{'pear':22},{'hat':23},{'glass':44}]
def sum_up_to_value(stuff, val):
    new_stuff = []
    sorted_stuff = list(sorted(stuff, key=lambda el: get_value_in_dict(el)))
    n = len(stuff)
    pointer_r = n - 1
    pointer_l = 0
    queue = list()

    while pointer_r &gt;= pointer_l:
        if get_value_in_dict(sorted_stuff[pointer_r]) &gt;= val:
            new_stuff.append([sorted_stuff[pointer_r]])
        else:
            subsum = get_value_in_dict(sorted_stuff[pointer_r])
            substuff = []
            while pointer_l &lt; pointer_r and subsum &lt; val:
                # get from queue
                while len(queue) and subsum &lt; val:
                    temp = queue.pop(0)
                    subsum += get_value_in_dict(temp)
                    substuff.append(temp)
                # get from input
                else:
                    if subsum &lt; val:
                        subsum += get_value_in_dict(sorted_stuff[pointer_l])
                        substuff.append(sorted_stuff[pointer_l])
                        pointer_l += 1
            substuff.append(sorted_stuff[pointer_r])
            # returns back smallest elements
            while subsum - get_value_in_dict(substuff[0]) &gt;= val:
                temp = substuff.pop(0)
                queue.append(temp)
                subsum -= get_value_in_dict(substuff[0])

            if subsum &lt; val:
                # add substuff to last element of new_stuff
                temp = new_stuff.pop()
                new_stuff.append(temp + substuff)
            else:
                new_stuff.append(substuff)
        pointer_r -= 1
    return new_stuff  # list(map(lambda el: sorted(el, key=lambda el_d: get_value_in_dict(el_d)), new_stuff)) for sorted by value elements in resulting list
",<python><list><math><sum>
49405195,1,Update values inside dictionary of a dictionary,"<p>I have a dictionary that contains the information to make a POST request to site and fetch data.
Below is my dictionary</p>

<pre><code>request_dict = {
    ""scope_id"": ""user1"",
    ""tool_id"": ""appdynamics"",
    ""api_id"": ""get metrics names"",
    ""input_params"": {""user"": ""abcd"", ""pwd"": ""1234"", ""acc_id"": ""ab12"", ""app_id"": ""TestApp"", 
    ""metric-path"": ""ars"", 
    ""time-range-type"": ""BEFORE_NOW"", ""duration-in-mins"": 10},
    ""output_filters"": null
}
</code></pre>

<p>I have another dictionary which contains the updated value for some of the keys mentioned in the above dictionary.Below is the dictionary</p>

<pre><code>new_metric_dict = {'tool_id': 'appdynamics', 'pwd': '5678', 'user': 'efgh', 'metric-path': 'ars', 'app_id': 'TestApp', 'acc_id': 'cd34'}
</code></pre>

<p>As you can see I got new values for user, pwd and acc_id.But I am unable to put these values into the POST request dictionary since they are inside <code>input_params</code>.</p>

<p>I tried doing something like this</p>

<pre><code>for i in request_dict:
    if type(request_dict[i]) == dict:
        for j in request_dict:
            if j in new_metric_dict:
                request_dict[j] = new_metric_dict[j]
    if i in new_metric_dict:
        request_dict[i] = new_metric_dict[i]
</code></pre>

<p>But it doesn't work.What is an efficient way to achieve this?</p>
","def update_dict(d, new):
    out = {}
    for m, val in d.items():
        if isinstance(d[m], dict):
            out[m] = {k: new.get(k, d[m][k]) for k, v in d[m].items()}
        else:
            out[m] = new.get(m, val)
    return out

new = update_dict(request_dict, new_metric_dict)

# {'api_id': 'get metrics names',
#  'input_params': {'acc_id': 'cd34',
#   'app_id': 'TestApp',
#   'duration-in-mins': 10,
#   'metric-path': 'ars',
#   'pwd': '5678',
#   'time-range-type': 'BEFORE_NOW',
#   'user': 'efgh'},
#  'output_filters': 'null',
#  'scope_id': 'user1',
#  'tool_id': 'appdynamics'}
",<python><python-3.x><dictionary>
55720454,1,A recursive solution to the number of islands,"<p>I am trying to solve the problem <a href=""https://leetcode.com/problems/number-of-islands/"" rel=""nofollow noreferrer"">Number of Islands - LeetCode</a></p>

<blockquote>
  <p>Given a 2d grid map of <code>'1'</code>s (land) and <code>'0'</code>s (water), count the number of islands. An island is surrounded by water and is formed by connecting adjacent lands horizontally or vertically. You may assume all four edges of the grid are all surrounded by water.</p>
  
  <p><strong>Example 1:</strong></p>

<pre><code>Input:
11110
11010
11000
00000

Output: 1
</code></pre>
  
  <p><strong>Example 2:</strong></p>

<pre><code>Input:
11000
11000
00100
00011

Output: 3
</code></pre>
</blockquote>

<p>An accepted solution is:</p>

<pre><code>#Recursively solution 
class Solution:
    def numIslands(self, grid: List[List[str]]) -&gt; int:
        if not grid:
            return 0
        step = 0
        r, c = len(grid), len(grid[0])
        visited = [[False for _ in range(c)] for _ in range(r)]
        for i in range(r):
            for j in range(c):
                if grid[i][j] == ""1"" and not visited[i][j]:
                    step += 1
                    self.dfs(grid, i, j, visited)
        return step

    def dfs(self, grid, i, j, visited):
        if i&lt;0 or j&lt;0 or i&gt;=len(grid) or j&gt;=len(grid[0]) or grid[i][j] != '1' or visited[i][j]:        
            return 
        visited[i][j] = True
        self.dfs(grid, i+1, j, visited)
        self.dfs(grid, i-1, j, visited)
        self.dfs(grid, i, j+1, visited)
        self.dfs(grid, i, j-1, visited)
</code></pre>

<p>The solution used a mixture of recursion and iteration.</p>

<p>How could solve the problem solely by recursion?</p>
","def numIslands(grid, row, col):
    if not grid: return 0

    ans = 0

    if grid[row][col]==1:
        ans+=1
        dfs(grid,row,col)

    col+=1
    if col == len(grid[0]):
        col=0
        row+=1

    if row == len(grid):
        return ans

    return ans + numIslands(grid, row, col)

def dfs(grid, i, j):
    if i&lt;0 or j&lt;0 or i&gt;=len(grid) or j&gt;=len(grid[0]) or grid[i][j] != 1:        
        return 
    grid[i][j] = -1
    dfs(grid, i+1, j)
    dfs(grid, i-1, j)
    dfs(grid, i, j+1)
    dfs(grid, i, j-1)


print(numIslands([
[1,1,0,0,0],
[1,1,0,0,0],
[0,0,1,0,0],
[0,0,0,1,1]
],0,0))
",<python><algorithm>
50063292,1,Merge multiple dictionaries when their keys have a list of values Python,"<p>I came across a post that had a complete and correct way of merging two dictionaries, when each dictionary has for each key a list of values. </p>

<p>The input of the program is something like this:</p>

<pre><code>d1:  {'apple': ['5', '65'], 'blue': ['9', '10', '15', '43'], 'candle': ['15'], 'is': ['5', '6', '13', '45', '96'], 'yes': ['1', '2', '3', '11'], 'zone': ['5', '6', '9', '10', '12', '14', '18', '19', '23', '24', '25', '29', '45']}
d2:  {'apple': ['43', '47'], 'appricote': ['1', '2', '3', '4', '5', '6'], 'candle': ['1', '2', '4', '5', '6', '9'], 'delta': ['14', '43', '47'], 'dragon': ['23', '24', '25', '26'], 'eclipse': ['11', '13', '15', '19'], 'island': ['1', '34', '35']}
</code></pre>

<p>code of merge function is:</p>

<pre><code>def merge_dictionaries(dict1, dict2):

result = {}
new_result = {}
for key in set().union(*(dict1, dict2)):
    result[key] = sorted(dict1.get(key, []) + dict2.get(key, []), key=int)
    # Delete any double value for each key
    new_result[key] = [ii for n, ii in enumerate(result[key]) if ii not in result[key][:n]]

return new_result
</code></pre>

<p>With result:</p>

<pre><code>Merged:  {'is': ['5', '6', '13', '45', '96'], 'dragon': ['23', '24', '25', '26'], 'apple': ['5', '43', '47', '65'], 'appricote': ['1', '2', '3', '4', '5', '6'], 'delta': ['14', '43', '47'], 'eclipse': ['11', '13', '15', '19'], 'yes': ['1', '2', '3', '11'], 'zone': ['5', '6', '9', '10', '12', '14', '18', '19', '23', '24', '25', '29', '45'], 'blue': ['9', '10', '15', '43'], 'island': ['1', '34', '35'], 'candle': ['1', '2', '4', '5', '6', '9', '15']}
</code></pre>

<p>What I want to achieve now is to extend this way for merging a dynamic number of dictionaries of this kind.This is my try in which I get from the list of ""dicts"" 2 items each time and try to merge them.</p>

<pre><code>def merge_multiple_dictionaries(dicts):
''' This is just to print the input I get
l = len(dicts)
print(""Len of dicts: "", l)
for j in range(0, l):
    print(""j is: "", dicts[j])
'''
result = {}
new_result = {}
for k in range(0, l):
     if k is (len(dicts)-1):
        break
    print(""k: "", k)
    for key in set().union(*(dicts[k], dicts[k+1])):
        result[key] = sorted(dicts[k].get(key, []) + dicts[k+1].get(key, []), key=int)
        # Delete any double value for each key
        new_result[key] = [ii for n, ii in enumerate(result[key]) if ii not in result[key][:n]]
# result = OrderedDict(sorted([(k, v) for k, v in result.items()]))

return new_result
</code></pre>

<p>So is there a more pythonic way to achieve that?</p>
","def merge_dictionaries(*args):
    result = {}
    for key in set().union(*args):
        # let's convert the value union to set before sorting to get rid of the duplicates
        result[key] = sorted(set.union(*[set(d.get(key, [])) for d in args]), key=int)
    return result
",<python><dictionary>
48301468,1,Passing a list and setting it length as a default parameter in python,"<p>I have a class method from Python which is something like as follows:</p>

<pre><code>def func(indel, nind=indel.length):
    #do_something
</code></pre>

<p>indel is a list.</p>

<p>I am getting an error when I am using this function definition. Is there any way I can do it?</p>
","def func(indel, length = None):
    #do_something
    if length is None: # By default, use the length of the list
        length = len(indel)
    # do whatever with indel and length

# test methods
test = [1, 2, 3, 4, 5]

func(test) # in this case, length = 5

func(test, 1) # in this case, length = 1
",<python><list><oop><methods>
51898035,1,Finding missing elements in a List,"<p>Hello I have a List with a lot of element in it. These are numbers and ordered but some numbers are missing.</p>

<p>Example: <code>L =[1,2,3,4,6,7,10]</code></p>

<p>Missing: <code>M = [5,8,9]</code></p>

<p>How can I find missing numbers in Python?</p>
","def missing_elements(L):
    s, e = L[0], L[-1]
    return sorted(set(range(s, e + 1)).difference(L))

miss = missing_elements(L)
",<python><list>
53129922,1,How to recursively search the maximum in a list,"<p>I'm quite new to python and algorithm and I encountered a question which is defined as follows:</p>

<p>Suppose that you are given a python list <code>l</code> of size <code>n</code> which contains only numbers. We index <code>l</code> from 0 to <code>n-1</code>. Further, we suppose that there exists an index <code>k ∈ {1, ..., n-2}</code> such that </p>

<ul>
<li>for all <code>i ∈ {0, ..., k-1}</code>, <code>l[i] &lt; l[i+1]</code></li>
<li>for all <code>i ∈ {k, ..., n-2}</code>, <code>l[i] &gt; l[i+1]</code>  </li>
</ul>

<p>In other words, l is unimodal. An example with <code>k=3</code> is given below:  </p>

<blockquote>
  <p>l = [-5, 8, 12, <strong>15</strong>, 13, 12, 10, 5, 1, 0, -2]</p>
</blockquote>

<p>I can easily implement it using an iterative approach:</p>

<pre><code>def findK(l):
    k = 0
    while l[k] &lt; l[k + 1]:
        k += 1
    return k
</code></pre>

<p>But how can I do it using a recursive way which is <strong><em>O(logn)</em></strong>?</p>
","def ternarySearch(f, left, right, absolutePrecision):
    '''
    left and right are the current bounds; 
    the maximum is between them
    '''
    if abs(right - left) &lt; absolutePrecision:
        return (left + right)/2

    leftThird = (2*left + right)/3
    rightThird = (left + 2*right)/3

    if f(leftThird) &lt; f(rightThird):
        return ternarySearch(f, leftThird, right, absolutePrecision) 
    else:
        return ternarySearch(f, left, rightThird, absolutePrecision)
",<python><algorithm>
52499910,1,If condition inside for loop in python,"<p>I am newbie to the <code>python</code>. I am sure this is a very basic question, but still I don’t get it in python.</p>

<p>I have two <code>1D-arrays</code>, A and B of length 50. 
I want to find for a given user input, A[0], I must return B[0], A[1]——> B[1]  and so forth..</p>

<p>I have created a function to this task.</p>

<pre><code> A = [10, 20,.... 500]
 B = [1, 4,.... 2500]

def func():
    x = input(""enter a value from the array A: "") #user input
    for i in range(50):
       if A[i] == x:
          print(B[i])

       else:
          print(""do nothing"")

func()
</code></pre>

<p>But if I call the function, I get nothing.
I would appreciate if someone could help me.
Thanks. </p>
","def func():
   x=int(input(""enter a value from the array A: ""))
   if x in A:
       idx = A.index(x)
       print(B[idx])
   else:
       print(""do nothing"")
",<python><python-3.x>
49646411,1,how to split a list into a nested list in Python 3?,"<p>I want to split a list into a nest list. The list I have is this:</p>

<pre><code>[1,2,1,3,2]
</code></pre>

<p>Now, I want the output to be like this:</p>

<pre><code>[[1,2],[2,1],[1,3],[3,2]]
</code></pre>

<p>Is there any possible of doing the output as mentioned above?</p>
","def ngrams(seq, n):
    return [seq[i:i + n] for i in range(len(seq) - n + 1)]

a = [1,2,1,3,2]

print ngrams(a, 2)

# [[1, 2], [2, 1], [1, 3], [3, 2]]
",<python><python-3.x>
53425552,1,How to write Multiple If-Else with Return Integer value,"<pre><code>def score():
    edu = df.dummy
    if edu == 1:
        score= 10
    elif edu == 2:
        score= 30
    elif edu == 3:
        score= 80
    elif edu == 4:
        score= 100
    elif edu == 5:
        score= 125
    elif edu == 6:
        score= 150
    elif edu == 7:
        score= 200
    else: return score
</code></pre>

<blockquote>
  <p>Error Occured : The truth value of a Series is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
  How to return a integer value with Multiple if else conditions</p>
</blockquote>
","def edu_score():
    edu = df.dummy
    edu_score=[]
    for i in edu:
        if(i == 1):
            score = 10
        elif(i == 2):
            score = 30
        elif(i == 3):
            score = 80
        elif(i == 4):
            score = 100
        elif(i == 5):
            score = 125
        elif(i == 6):
            score = 150
        elif(i == 7):
            score = 200
        edu_score.append(score)
    return edu_score
",<python-3.x>
